customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,cancellation_code,currency,account_status,churned
CUST-20325,38,94.34,3589.58,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20326,67,79.12,5291.97,One year,Credit card,0,USD,ACTIVE,0
CUST-20327,17,86.57,1466.35,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20328,61,86.45,5284.82,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20329,26,73.32,1867.12,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20330,31,76.25,2352.24,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20331,42,68.44,2866.21,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20332,46,49.08,2237.77,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20333,27,71.09,1927.39,One year,Mailed check,0,USD,ACTIVE,0
CUST-20334,66,77.46,5103.22,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20335,61,26.72,1626.44,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20336,71,68.37,4862.92,Two year,Credit card,0,USD,ACTIVE,0
CUST-20337,34,48.55,1653.26,Two year,Mailed check,103,USD,ACTIVE,1
CUST-20338,60,99.62,5988.6,Month-to-month,Bank transfer,102,USD,ACTIVE,1
CUST-20339,29,114.49,3340.99,Month-to-month,Electronic check,102,USD,ACTIVE,1
CUST-20340,17,107.75,1834.65,One year,Electronic check,0,USD,ACTIVE,0
CUST-20341,50,118.72,5936.75,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20342,42,35.03,1485.08,Two year,Credit card,0,USD,ACTIVE,0
CUST-20343,12,47.41,543.73,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20344,16,37.75,597.04,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20345,20,47.29,946.99,Month-to-month,Electronic check,102,USD,ACTIVE,1
CUST-20346,70,109.48,7645.3,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20347,2,98.19,201.36,One year,Bank transfer,102,USD,ACTIVE,1
CUST-20348,64,38.78,,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20349,29,119.07,3448.43,One year,Mailed check,0,USD,ACTIVE,0
CUST-20350,71,91.27,6467.28,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20351,6,25.07,148.44,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20352,4,109.57,437.72,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20353,13,91.46,1175.97,Month-to-month,Credit card,102,USD,ACTIVE,1
CUST-20354,63,90.33,5670.13,Month-to-month,Electronic check,103,USD,ACTIVE,1
CUST-20355,27,72.47,1944.9,One year,Mailed check,0,USD,ACTIVE,0
CUST-20356,62,60.57,3734.06,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20357,65,85.46,5548.78,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20358,4,49.93,204.56,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20359,60,49.34,2971.27,Two year,Credit card,0,USD,SUSPENDED,0
CUST-20360,39,45.97,,One year,Mailed check,0,USD,ACTIVE,0
CUST-20361,30,101.09,3026.38,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20362,32,52.61,1670.57,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20363,58,92.31,5353.88,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20364,10,59.22,570.03,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20365,63,61.05,3837.45,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20366,32,64.21,2061.75,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20367,14,46.87,642.8,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20368,36,75.05,2690.93,One year,Credit card,0,USD,ACTIVE,0
CUST-20369,48,84.37,4043.21,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20370,3,29.91,84.97,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20371,18,26.32,500.04,Two year,Credit card,0,USD,ACTIVE,0
CUST-20372,51,110.25,5616.84,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20373,23,32.43,747.87,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20374,31,26.87,,Month-to-month,Credit card,102,USD,ACTIVE,1
CUST-20375,37,77.7,2871.19,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20376,23,116.97,2686.24,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20377,52,45.81,2389.79,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20378,39,31.75,,One year,Electronic check,0,USD,ACTIVE,0
CUST-20379,29,53.59,1551.48,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20380,5,90.96,468.7,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20381,1,27.34,30.62,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20382,13,48.73,628.41,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20383,3,108.06,331.01,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20384,8,64.88,527.88,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20385,45,114.61,5148.13,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20386,55,104.5,5748.16,Month-to-month,Electronic check,103,USD,ACTIVE,1
CUST-20387,50,39.68,1983.0,Two year,Credit card,0,USD,ACTIVE,0
CUST-20388,4,77.56,336.11,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20389,33,23.83,794.02,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20390,44,107.96,4746.34,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20391,8,69.27,558.37,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20392,43,117.2,5060.14,One year,Electronic check,0,USD,ACTIVE,0
CUST-20393,67,59.44,3970.51,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20394,10,61.8,626.72,One year,Credit card,0,USD,ACTIVE,0
CUST-20395,6,32.94,208.0,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20396,27,84.85,2287.21,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20397,67,84.26,5656.43,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20398,23,44.38,1017.58,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20399,48,102.48,4923.03,One year,Electronic check,0,USD,ACTIVE,0
CUST-20400,28,44.32,1249.29,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20401,47,44.93,2107.89,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20402,15,94.82,1421.34,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20403,53,32.74,1744.44,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20404,55,42.33,2324.36,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20405,4,50.68,186.42,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20406,37,20.12,731.75,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20407,64,20.94,1355.06,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20408,42,53.87,2263.22,One year,Credit card,0,USD,ACTIVE,0
CUST-20409,19,43.72,839.15,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20410,38,64.35,2441.53,One year,Mailed check,0,USD,ACTIVE,0
CUST-20411,46,62.23,2841.18,One year,Credit card,0,USD,ACTIVE,0
CUST-20412,48,57.39,2748.71,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20413,67,33.96,2263.25,Month-to-month,Bank transfer,102,USD,ACTIVE,1
CUST-20414,21,79.61,,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20415,10,89.98,909.89,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20416,41,28.85,1181.93,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20417,14,103.81,1437.86,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20418,17,29.14,490.72,Two year,Credit card,0,USD,ACTIVE,0
CUST-20419,39,36.44,1423.11,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20420,61,24.58,1499.87,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20421,54,45.11,2430.85,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20422,49,44.11,2159.12,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20423,42,73.49,3096.76,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20424,56,102.78,5758.91,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20425,71,43.37,3067.44,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20426,58,62.52,3613.26,Two year,Credit card,0,USD,ACTIVE,0
CUST-20427,68,74.09,5043.36,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20428,9,66.03,602.64,One year,Electronic check,0,USD,ACTIVE,0
CUST-20429,48,100.86,4853.85,One year,Credit card,0,USD,ACTIVE,0
CUST-20430,71,20.17,1435.56,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20431,40,43.23,1733.74,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20432,54,50.2,2713.86,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20433,6,101.65,607.04,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20434,41,35.37,1438.19,One year,Credit card,0,USD,ACTIVE,0
CUST-20435,59,68.31,4038.7,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20436,13,97.36,1261.12,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20437,71,71.58,5093.77,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20438,6,84.59,504.01,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20439,9,93.1,827.38,One year,Electronic check,0,USD,ACTIVE,0
CUST-20440,61,57.93,3537.74,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20441,59,29.93,1764.71,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20442,46,92.5,4244.09,Two year,Credit card,0,USD,ACTIVE,0
CUST-20443,45,31.6,1404.07,One year,Credit card,0,USD,ACTIVE,0
CUST-20444,63,48.75,3075.75,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20445,40,87.67,3501.3,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20446,39,102.45,3999.24,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20447,55,51.28,2823.24,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20448,17,101.73,1735.58,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20449,38,26.98,1023.9,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20450,59,51.14,3020.05,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20451,41,87.18,3567.01,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20452,23,103.93,2404.91,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20453,43,67.84,2913.0,One year,Electronic check,0,USD,ACTIVE,0
CUST-20454,39,60.55,2373.82,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20455,46,101.68,4679.3,Two year,Credit card,0,USD,ACTIVE,0
CUST-20456,17,27.98,483.59,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20457,53,104.96,5579.16,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20458,18,81.69,1463.68,Month-to-month,Electronic check,102,USD,ACTIVE,1
CUST-20459,23,104.13,2405.05,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20460,16,89.58, ,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20461,19,23.56,452.17,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20462,38,86.89,3299.97,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20463,49,60.41,2963.22,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20464,3,56.72,158.53,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20465,3,24.12,79.06,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20466,32,62.46,1990.58,Month-to-month,Electronic check,102,USD,ACTIVE,1
CUST-20467,51,46.04,2352.79,Two year,Credit card,0,USD,ACTIVE,0
CUST-20468,71,30.25,2148.94,Two year,Credit card,103,USD,ACTIVE,1
CUST-20469,41,109.6,4491.8,One year,Mailed check,0,USD,ACTIVE,0
CUST-20470,61,51.53,3152.92,Two year,Credit card,0,USD,ACTIVE,0
CUST-20471,63,62.57,3954.69,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20472,70,34.15,2406.59,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20473,35,91.79,3185.8,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20474,59,57.85,3425.37,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20475,5,107.53,539.75,One year,Mailed check,0,USD,ACTIVE,0
CUST-20476,71,71.76,5094.97,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20477,21,106.26,2251.6,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20478,19,34.3,668.31,Month-to-month,Bank transfer,101,USD,ACTIVE,1
CUST-20479,67,36.35,2452.8,One year,Electronic check,0,USD,ACTIVE,0
CUST-20480,24,50.12,1199.21,One year,Mailed check,0,USD,ACTIVE,0
CUST-20481,46,36.14,1672.64,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20482,65,95.13,6164.59,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20483,7,95.43,659.68,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20484,40,42.21,1685.12,Month-to-month,Mailed check,103,USD,ACTIVE,1
CUST-20485,30,28.82,863.16,One year,Credit card,0,USD,ACTIVE,0
CUST-20486,61,59.96,3648.42,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20487,34,42.35,1457.01,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20488,19,42.18,801.84,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20489,60,58.82,3519.0,Two year,Credit card,0,USD,ACTIVE,0
CUST-20490,65,64.19,4161.07,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20491,60,104.16,6252.23,One year,Mailed check,0,USD,ACTIVE,0
CUST-20492,66,112.29,7408.72,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20493,11,63.24,701.59,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20494,67,91.43,6121.06,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20495,39,41.07,1608.32,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20496,8,66.85,547.3,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20497,66,57.64,3797.18,Two year,Credit card,0,USD,ACTIVE,0
CUST-20498,51,76.5,3909.91,One year,Credit card,0,USD,ACTIVE,0
CUST-20499,54,59.41,3211.74,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20500,5,44.25,225.93,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20501,40,99.73,3977.54,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20502,2,28.31,68.4,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20503,6,70.26,434.44,Two year,Credit card,0,USD,ACTIVE,0
CUST-20504,68,112.28,7619.78,One year,Credit card,0,USD,ACTIVE,0
CUST-20505,51,38.12,1952.05,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20506,60,106.41,6427.21,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20507,3,89.42,268.7,One year,Electronic check,0,USD,ACTIVE,0
CUST-20508,15,93.43,,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20509,13,32.9,429.81,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20510,69,26.66,1824.37,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20511,14,44.75,638.17,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20512,19,55.47,1063.03,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20513,5,32.16,160.14,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20514,23,111.02,2551.37,One year,Credit card,0,USD,ACTIVE,0
CUST-20515,41,81.77,3334.19,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20516,8,119.85,975.37,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20517,3,111.59,356.71,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20518,20,62.78,,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20519,69,25.87,1789.43,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20520,17,105.32,1769.88,Month-to-month,Credit card,101,USD,ACTIVE,1
CUST-20521,2,90.7,177.59,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20522,3,66.49,204.98,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20523,66,100.15,6603.79,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20524,25,52.97,1318.32,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20525,18,117.95,2116.66,Two year,Credit card,0,USD,ACTIVE,0
CUST-20526,22,63.61,1400.6,One year,Mailed check,0,USD,ACTIVE,0
CUST-20527,45,85.54,3871.01,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20528,37,89.29,3313.91,Month-to-month,Credit card,101,USD,ACTIVE,1
CUST-20529,39,80.21,3123.98,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20530,33,68.86,2278.15,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20531,6,90.86,563.31,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20532,20,52.41,1045.58,Month-to-month,Mailed check,102,USD,ACTIVE,1
CUST-20533,34,57.87,1965.03,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20534,42,49.84,2103.02,Month-to-month,Bank transfer,101,USD,ACTIVE,1
CUST-20535,22,65.35,1438.0,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20536,21,52.67,1112.13,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20537,55,62.54,3440.49,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20538,63,104.0,6550.27,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20539,5,80.38,432.42,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20540,53,114.55,6062.73,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20541,56,31.2,1743.68,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20542,12,98.91,1193.21,Month-to-month,Electronic check,101,USD,ACTIVE,1
CUST-20543,47,66.98,3156.84,Two year,Credit card,0,USD,ACTIVE,0
CUST-20544,40,108.87,4354.25,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20545,35,49.74,1738.17,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20546,55,79.63,4380.14,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20547,50,31.86,1589.98,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20548,12,86.44,1042.91,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20549,63,107.44,6756.3,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20550,12,76.03,909.31,Two year,Credit card,0,USD,ACTIVE,0
CUST-20551,26,107.04,2787.78,Two year,Credit card,0,USD,ACTIVE,0
CUST-20552,33,113.27,3744.39,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20553,41,93.9,3849.64,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20554,28,80.36,2258.01,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20555,31,101.2,3113.66,One year,Credit card,0,USD,ACTIVE,0
CUST-20556,60,89.49,5369.28,One year,Bank transfer,101,USD,ACTIVE,1
CUST-20557,18,112.32,2014.19,Two year,Credit card,0,USD,ACTIVE,0
CUST-20558,70,102.29,7166.53,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20559,5,28.34,146.88,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20560,6,62.09,390.05,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20561,50,74.05,3694.07,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20562,30,105.33,3141.99,One year,Credit card,0,USD,ACTIVE,0
CUST-20563,42,20.17,,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20564,39,74.63,2910.96,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20565,23,24.84,567.82,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20566,46,41.29,1907.22,One year,Mailed check,0,USD,ACTIVE,0
CUST-20567,11,72.88,,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20568,66,73.27,4829.8,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20569,65,96.51,6273.69,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20570,21,96.35,2022.84,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20571,3,60.05,181.59,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20572,21,50.81,1074.63,One year,Credit card,0,USD,ACTIVE,0
CUST-20573,54,82.6,4461.06,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20574,39,65.41,2543.52,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20575,50,58.4,2913.17,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20576,27,93.91,2539.79,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20577,22,94.93,2101.99,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20578,39,107.45,4188.76,One year,Electronic check,0,USD,ACTIVE,0
CUST-20579,53,85.7,4560.42,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20580,20,42.04,836.79,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20581,6,23.05,134.26,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20582,71,29.63,2104.06,Two year,Credit card,0,USD,ACTIVE,0
CUST-20583,28,35.83,1026.34,One year,Mailed check,0,USD,ACTIVE,0
CUST-20584,7,117.19,813.96,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20585,24,105.37,2520.26,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20586,62,103.9,6452.48,One year,Credit card,0,USD,ACTIVE,0
CUST-20587,55,64.76,3567.89,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20588,57,45.7,2594.96,Month-to-month,Bank transfer,103,USD,ACTIVE,1
CUST-20589,65,93.3,6069.12,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20590,42,112.68,4742.16,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20591,62,44.21,2741.51,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20592,57,103.51,5905.74,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20593,3,112.68,340.59,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20594,20,45.58,909.69,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20595,6,92.39,547.69,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20596,45,115.58,5204.54,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20597,16,64.92,1040.02,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20598,71,103.58,7347.46,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20599,13,52.72,690.85,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20600,14,46.89,651.61,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20601,22,102.07,2248.24,One year,Credit card,0,USD,ACTIVE,0
CUST-20602,47,119.25,,Two year,Credit card,0,USD,ACTIVE,0
CUST-20603,29,65.75,1897.13,Two year,Credit card,0,USD,ACTIVE,0
CUST-20604,21,32.47,679.87,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20605,71,69.33,4925.64,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20606,15,87.9,1314.82,One year,Electronic check,0,USD,ACTIVE,0
CUST-20607,57,62.29,3557.59,One year,Credit card,0,USD,ACTIVE,0
CUST-20608,20,104.84,2089.5,Two year,Credit card,0,USD,ACTIVE,0
CUST-20609,60,42.56,2536.94,Month-to-month,Credit card,0,USD,ACTIVE,0
CUST-20610,34,52.59,1777.13,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20611,34,65.47,2220.94,Month-to-month,Electronic check,102,USD,ACTIVE,1
CUST-20612,12,64.63,789.54,One year,Credit card,0,USD,ACTIVE,0
CUST-20613,45,83.25,3751.21,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20614,44,28.87,1252.95,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20615,4,74.32,285.07,One year,Mailed check,0,USD,ACTIVE,0
CUST-20616,40,91.79,3672.47,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20617,4,117.62,,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20618,59,23.9,1400.37,Two year,Credit card,0,USD,ACTIVE,0
CUST-20619,52,106.19,5525.28,One year,Mailed check,0,USD,ACTIVE,0
CUST-20620,33,25.29,828.58,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20621,47,30.97,1455.76,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20622,9,58.24,523.12,Two year,Bank transfer,0,USD,ACTIVE,0
CUST-20623,10,23.84,254.97,Month-to-month,Mailed check,103,USD,ACTIVE,1
CUST-20624,14,101.31,1411.04,One year,Mailed check,0,USD,ACTIVE,0
CUST-20625,64,37.95,2424.0,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20626,60,65.33,3932.7,One year,Bank transfer,0,USD,ACTIVE,0
CUST-20627,6,92.88,554.08,One year,Electronic check,0,USD,ACTIVE,0
CUST-20628,34,43.11,1474.67,Two year,Electronic check,0,USD,ACTIVE,0
CUST-20629,48,23.12,1098.13,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20630,30,55.8,1663.05,One year,Credit card,0,USD,ACTIVE,0
CUST-20631,63,97.3,6134.01,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20632,26,33.93,882.48,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20633,44,94.85,4160.09,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20634,47,29.06,,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20635,69,41.41,2871.33,One year,Electronic check,0,USD,ACTIVE,0
CUST-20636,56,83.81,4700.79,One year,Mailed check,0,USD,ACTIVE,0
CUST-20637,70,95.77,6712.9,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20638,42,46.25,1935.02,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20639,42,109.62,4607.58,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20640,15,93.87,1415.12,One year,Electronic check,0,USD,ACTIVE,0
CUST-20641,48,93.26,4469.26,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20642,4,97.63,395.3,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20643,65,116.12,7535.95,Month-to-month,Electronic check,0,USD,ACTIVE,0
CUST-20644,24,26.8,645.93,Two year,Mailed check,0,USD,ACTIVE,0
CUST-20645,43,85.65,3678.83,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20646,11,119.07,1329.56,Month-to-month,Mailed check,0,USD,ACTIVE,0
CUST-20647,66,56.89,3750.46,Month-to-month,Bank transfer,0,USD,ACTIVE,0
CUST-20648,9,40.17,361.63,Month-to-month,Credit card,0,USD,ACTIVE,0
